"","Feature_1_vertexD","Feature_2_vertexD","Feature_edgeD","pcor_coefficient","pcor_pvalue","cor_coefficient","cor_pvalue","cdgo_pvalue","cdgo2_pvalue","pcor_LF1_edge__LF2","pcor_pvalue_LF1_edge__LF2","pcor_LF2_edge__LF1","pcor_pvalue_LF2_edge__LF1","cdgo_adjusted","cdgo2_adjusted"
"47","C16.2.OH","H1","Ikbkb",0.00417347163097877,0.991497996815419,0.840068425701748,0.00234874186234446,1.73554504101503e-11,1.28785870856518e-14,0.6196901589976,0.0750805743752397,0.725502482569543,0.0269439697797957,0.000248339487027849,1.83948928977884e-07
"48","C18.2","H1","Ikbkb",-0.217217218532701,0.574520663404591,0.776244061995059,0.00828782785056248,8.44198044802624e-11,0,0.672961990994989,0.0469723970102119,0.81598668820344,0.00731383362059242,0.00120792094124544,0
"49","C0","lysoPC.a.C20.4","Gm11168",0.155175807098363,0.6901532859904,0.936143803180084,6.73156984987156e-05,0,0,0.4415475319647,0.234112573125173,0.797141530104291,0.0100879667881678,0,0
"50","C6.1","PC.aa.C38.0","Harbi1",-0.621547657051123,0.0739589424178377,0.671694344750557,0.0334133361538567,0,0,0.890747582272081,0.00127347609638921,0.867980232007866,0.00241364199140602,0,0
"51","C6.1","PC.ae.C34.1","Harbi1",-0.49543840399617,0.175031968002415,0.67794257218276,0.0312053110302535,2.22044604925031e-16,2.24220642053297e-12,0.861424720565062,0.00284071956588748,0.809702402159831,0.00817234226406344,3.17772608227073e-09,3.20240015345697e-05
"52","PC.ae.C34.2","SM..OH..C24.1","Sri",-0.314402814775416,0.409945247204219,0.738416027160546,0.0147289535570363,8.57910853468979e-10,0,0.685011215833755,0.0417369550952779,0.85988123194858,0.00294835308105098,0.0122746787856161,0
"53","PC.ae.C34.2","PC.ae.C36.3","Rab21",0.458826610900544,0.214130520986427,0.938206635997553,5.91795751834212e-05,1.95399252334028e-14,1.77926784417082e-10,0.62725448487856,0.0705785016428835,0.356760760613512,0.345952351792899,2.79625806953732e-07,0.0025409843293549
"54","PC.ae.C34.2","PC.ae.C36.4","Rab21",-0.0412600826693152,0.916064803184136,0.862101895965153,0.00133497411839922,0,1.62092561595273e-14,0.801410999160232,0.009406154081062,0.576989713859052,0.10381846541275,0,2.31521506410815e-07
"55","PC.ae.C34.2","PC.ae.C36.5","Rab21",-0.56695140703312,0.11141283807,0.79950961073351,0.00550621295657416,0,0,0.909358592675358,0.000674954397831306,0.828360007511703,0.0058065068895675,0,0
"56","PC.ae.C36.2","PC.ae.C36.5","Rab21",-0.561869244260145,0.115381560056389,0.720576831518211,0.0187271435550689,0,0,0.853199408958415,0.00344680219419661,0.873217443175399,0.00210602287027232,0,0
"57","PC.ae.C36.3","PC.ae.C36.5","Rab21",-0.26816305706034,0.485389963536183,0.810343110930122,0.00447125858112396,0,0,0.801323857869884,0.00941974929427768,0.740931930884435,0.0223728416273518,0,0
"58","PC.ae.C34.2","PC.ae.C38.6","Rab21",0.0478010424170974,0.902805747291379,0.898514877826339,0.000409913544030971,0,0,0.72353531261663,0.0275673788471641,0.611926711693458,0.0798827303902353,0,0
"59","PC.ae.C36.3","PC.ae.C38.6","Rab21",0.320053804693248,0.401114572160234,0.913857937644272,0.000216882004913543,4.30033786358308e-12,3.97681887420731e-13,0.528387432328952,0.14363110067641,0.585087038156718,0.0979277504077796,6.15352890278586e-05,5.67998381928447e-06
"60","PC.aa.C32.0","PC.ae.C36.2","Tmtc3",-0.495400648494941,0.175070008313484,0.670416688099533,0.0338775343132869,1.45652379046624e-11,2.22044604925031e-16,0.802105625838372,0.00929825670117618,0.866651676398967,0.00249634215110451,0.000208415139831609,3.17167758723258e-09
"61","PC.ae.C36.2","PC.ae.C40.6","Tmtc3",-0.394543348203143,0.293340477572635,0.720068459207116,0.0188510037534535,2.22044604925031e-15,8.04689648248314e-13,0.825554695990253,0.00612767133893468,0.783667510812181,0.0124568015347576,3.1776481446144e-08,1.14930547372438e-05
"62","PC.ae.C36.3","PC.ae.C40.6","Tmtc3",-0.41208261252594,0.270417003388951,0.727878985959832,0.0170097273049832,0,1.73416836446449e-13,0.840942619969241,0.00450644320395036,0.781968566481721,0.0127796797203952,0,2.47689429277997e-06
"63","PC.ae.C36.4","PC.ae.C40.6","Tmtc3",-0.0712790410584248,0.855404925930237,0.810554003788823,0.00445261411813824,1.33226762955019e-15,8.73471739382126e-10,0.785224854685995,0.0121656864435503,0.601434256128486,0.0866686163264937,1.90659794618853e-08,0.0124735633863573
"64","PC.ae.C38.6","PC.ae.C40.6","Tmtc3",-0.383295322065817,0.308547320409252,0.732620249038219,0.0159551624894301,0,5.26467758277249e-13,0.83224298916496,0.00538118092034464,0.771227361448306,0.0149517176717435,0,7.51936999532354e-06
"65","PC.ae.C34.2","PC.ae.C38.6","Uqcrc1",0.531910634938077,0.140485506935003,0.898514877826339,0.000409913544030971,0,5.00605779052421e-10,-0.513417857542668,0.157452620354132,-0.363215134136039,0.3366586265174,0,0.00714898643134632
"66","PC.ae.C34.1","SM..OH..C24.1","Derl1",-0.27536786171268,0.473274383745162,0.771397943959563,0.00897246401442375,0,1.01918473660589e-12,0.811684862517079,0.00789452128682759,0.72284039575114,0.027789841739844,0,1.45565396336699e-05
"67","Taurine","PC.ae.C34.2","Slc39a7",-0.481276936407257,0.189630909509492,0.657872079102776,0.0386693705992165,1.81854531433601e-13,3.03028713233289e-11,0.846650977899279,0.00398869995905876,0.81059393261593,0.0080465975981021,2.60235689397704e-06,0.000432775062840563
"68","PC.aa.C32.0","PC.ae.C34.2","Stt3a",-0.613974845092067,0.0785978665332618,0.720684654667975,0.0187009461088374,0,0,0.844967882743927,0.00413686861637012,0.912859902956189,0.000590093990018084,0,0
"69","PC.aa.C32.0","PC.ae.C36.2","Stt3a",-0.547293820078532,0.127228736146457,0.670416688099533,0.0338775343132869,7.32747196252603e-15,6.66133814775094e-16,0.848096134905302,0.00386441720958587,0.859443517542469,0.00297938023986629,1.04860806038332e-07,9.51489953493479e-09
"70","PC.aa.C32.0","PC.ae.C36.3","Stt3a",-0.304603536345742,0.425465123237524,0.773877498193928,0.00861736862664597,8.37774294382143e-13,0,0.707783274802259,0.0329024592858087,0.84428554850484,0.00419799663476348,1.19883717066838e-05,0
"71","PC.ae.C34.2","PC.ae.C36.4","Stt3a",-0.111962317602242,0.774281492230022,0.862101895965153,0.00133497411839922,0,0,0.711002568494978,0.0317617768012996,0.735317076266006,0.0239717523603092,0,0
"72","PC.ae.C36.3","PC.ae.C36.4","Stt3a",0.236183447227735,0.540659793037149,0.905871401546934,0.000306157534690765,2.28705943072782e-14,3.33066907387547e-15,0.575935621873212,0.104600718265069,0.609393343683812,0.0814898984598154,3.27288633528155e-07,4.75736716687436e-08
"73","PC.ae.C34.2","PC.ae.C38.6","Stt3a",0.0926622127485901,0.812575570414237,0.898514877826339,0.000409913544030971,0,0,0.581684971579185,0.100377239002289,0.716801872013555,0.029772613642885,0,0
"74","PC.ae.C36.3","PC.ae.C38.6","Stt3a",0.225838117818896,0.559034532668181,0.913857937644272,0.000216882004913543,1.33226762955019e-15,0,0.518755888001319,0.152439129937528,0.675358341479095,0.0458994338362462,1.90659794618853e-08,0
"75","PC.ae.C36.2","PC.ae.C36.4","Abhd14b",0.548622334026585,0.126120222468884,0.885918917295471,0.000644323731158636,1.33226762955019e-15,1.2756415923576e-09,-0.463733939720241,0.208633647581396,-0.381502195194464,0.311007657948121,1.90659794618853e-08,0.0182165318749283
"76","PC.aa.C34.1","PC.aa.C34.2","Sec11a",-0.0692212721358477,0.859545445683149,0.841224414678675,0.00228492982495476,3.03090885722668e-12,0,0.575895297878062,0.104630713830081,0.813944978692783,0.00758568437885872,4.33707448288523e-05,0
"77","PC.aa.C34.2","PC.ae.C36.5","Sec11a",-0.0186297881058799,0.962058682323784,0.830002468372263,0.0029599748751783,0,3.02161828891201e-09,0.825491293452151,0.00613506654903079,0.510536002437891,0.160198402664763,0,0.0431483405282323
"78","Carnosine","PC.ae.C34.2","Rlim",-0.465816639480607,0.206324644122691,0.677573371290663,0.0313329388497396,1.57429624891847e-13,1.22613030839602e-12,0.832487600682032,0.00535512256002821,0.818571888192084,0.00697920964619018,2.25283792576469e-06,1.75121767025388e-05
"79","PC.aa.C34.1","PC.aa.C36.6","Srp54a",-0.574758625031955,0.105478388410538,0.635314351159712,0.0483969519971557,4.13669098975333e-13,1.13242748511766e-14,0.851201473394521,0.00360639876733598,0.869037300648288,0.00234920777993276,5.91957626316919e-06,1.61748366034331e-07
"80","PC.aa.C34.2","PC.aa.C34.3","Strap",-0.662777317683649,0.0517113003312494,0.652430088499509,0.0408830599985106,0,2.22044604925031e-16,0.90714514886654,0.000732792514675736,0.876383086752267,0.00193386690534391,0,3.17167758723258e-09
"81","PC.aa.C34.2","PC.ae.C36.5","Strap",0.0620228023943177,0.874052528418545,0.830002468372263,0.0029599748751783,7.92137022642692e-10,7.66629648651929e-10,0.647448334412096,0.0593999810973796,0.648175652928152,0.059019826369674,0.0113336398675763,0.0109478462646477
"82","PC.ae.C34.2","PC.ae.C36.5","Strap",-0.0405983045516486,0.917407327360439,0.79950961073351,0.00550621295657416,1.70162728352352e-09,1.42116984847007e-10,0.659681857810933,0.0532095878280949,0.706321170582952,0.0334292058862589,0.0243456937351833,0.0020295942623818
"83","PC.aa.C34.2","SM.C20.2","Strap",0.173525334098655,0.655247616187981,0.866956133307345,0.0011638051183045,2.18529216944319e-09,7.25375315369092e-12,0.540124977697968,0.133310065460729,0.675177807107858,0.0459797149257382,0.0312653771619829,0.000103598545019956
"84","PC.ae.C34.2","SM.C20.2","Strap",-0.0131952145628558,0.973122829624006,0.825408011246585,0.0032738616362824,5.28487698048252e-10,3.64153152077051e-14,0.599712219414606,0.0878150648933767,0.750217738577923,0.0198860206521195,0.00756151953959349,5.20126429037759e-07
"85","PC.aa.C32.0","PC.ae.C34.2","Rab1a",-0.284066295436328,0.458819708704556,0.720684654667975,0.0187009461088374,1.61312962987381e-09,2.70072852970316e-12,0.725541103695922,0.0269318239880806,0.800871413086886,0.00949055021695371,0.023079584399901,3.857266909435e-05
"86","PC.ae.C34.2","PC.ae.C36.5","Rab1a",-0.101362326744498,0.795266184385172,0.79950961073351,0.00550621295657416,1.85513826522765e-11,4.18842738270087e-12,0.696919486417201,0.0369476087357438,0.718048781809885,0.0293558464611588,0.000265451790025572,5.98199156809365e-05
"87","PC.aa.C34.3","PC.ae.C36.1","Scfd1",-0.211802205158393,0.584326435286089,0.756922477665938,0.0112543720182652,6.63913368725844e-13,4.02788247200192e-10,0.781253625558097,0.0129172135048098,0.701881721949776,0.0350621140098955,9.50049408032783e-06,0.00575212108072187
"88","PC.aa.C34.3","SM.C20.2","Scfd1",0.00185978507331173,0.996211287880269,0.821032148314694,0.00359439678128237,5.13564746285056e-11,1.81277659550005e-10,0.682225792973965,0.0429120157920636,0.659047874159832,0.0535198198124478,0.000734843001892083,0.00258883713269319
"89","Trp","lysoPC.a.C16.0","Bhlhe40",0.624657636361839,0.0721045075758767,0.83495156198124,0.00264673135028071,2.36921593455008e-13,2.46469511466785e-14,-0.337369711948378,0.374610931359234,-0.339696257793047,0.371114825669248,3.39035961149924e-06,3.52038096673724e-07
"90","PC.aa.C34.2","PC.ae.C34.2","Tm9sf3",-0.142637252075382,0.714303385506006,0.870019821284382,0.00106435468960076,0,0,0.785269329943301,0.0121574404680475,0.682811877285026,0.042663023994435,0,0
"91","PC.aa.C34.2","PC.ae.C36.3","Tm9sf3",-0.243222824876021,0.528291415689527,0.773667725870979,0.00864701869414697,0,1.41070999326587e-09,0.881522172135764,0.00167552762015674,0.605645517666579,0.0839039526988258,0,0.020145277274235
"92","PC.aa.C34.2","PC.ae.C34.2","Lrrc59",0.101735940642309,0.794524535028353,0.870019821284382,0.00106435468960076,2.45581333047085e-13,9.32587340685131e-14,0.6331480455854,0.0671906095474911,0.648737190649351,0.058727376997377,3.51427943590111e-06,1.3320143121831e-06
"93","C14.2.OH","Spermidine","Dnase2b",-0.853767781284588,0.00340230308835414,-0.706574117191025,0.0223498838550644,0,1.22527055168575e-09,-0.708602836543171,0.032609576760239,-0.707927468729123,0.0328508058081751,0,0.0174972482130257
"94","lysoPC.a.C14.0","PC.aa.C36.0","Slc6a13",0.575235317586479,0.105122390167429,0.868303416801723,0.00111927444604776,0,0,-0.397108326999095,0.289927786136955,-0.395010634502398,0.292717225616427,0,0
"95","C3","lysoPC.a.C17.0","Mafk",0.0835368091354999,0.830806756658935,0.833089973078507,0.0027616038066216,1.29254540404133e-09,2.0541948142494e-09,0.644960928641261,0.0607117814742275,0.633921513851822,0.0667537160646436,0.0184930209857787,0.0293340580662873
"96","C3","lysoPC.a.C18.2","Mafk",-0.136632660155304,0.72594817836031,0.794318801641763,0.00605810173484178,1.95754523701908e-12,2.6256774532385e-12,0.722165701366965,0.0280069532917511,0.718431228823695,0.0292287863217208,2.80116736632863e-05,3.75007787323246e-05
"97","PC.ae.C34.2","SM.C24.0","Crp",-0.219489835548328,0.570423199071315,0.784281337628517,0.00723510457687993,0,2.19666507206284e-11,0.82195119390234,0.00655769669156563,0.670318725788945,0.0481743959377757,0,0.000313722169996033
"98","PC.ae.C36.2","SM.C24.0","Crp",-0.252816622274555,0.511615746844328,0.788440201675537,0.00672939603748501,0,3.35087513292365e-12,0.844694044546388,0.00416132703578445,0.6701281289303,0.0482618201597707,0,4.78580631741999e-05
"99","PC.aa.C32.1","PC.aa.C36.5","Pum3",-0.263550024582206,0.493213958711927,0.8000311545257,0.00545282102945399,2.88657986402541e-15,0,0.719891020958861,0.028747108642468,0.814072056044438,0.00756856731686401,4.13093075302129e-08,0
"100","PC.aa.C36.3","PC.aa.C36.5","Pum3",-0.479478492268176,0.191532328314866,0.702945969095525,0.0233618281570773,1.69166902708184e-11,0,0.762164616621067,0.0169657156334744,0.895199858322034,0.00110586784905585,0.000242061462419229,0
"101","PC.aa.C36.5","PC.ae.C38.0","Pum3",-0.217669023321214,0.573705222678001,0.801995228738893,0.00525506182952995,0,1.19904086659517e-13,0.807258077392671,0.00852391458653126,0.692592093980447,0.0386444791511954,0,1.71258443426581e-06
"102","PC.ae.C34.2","SM..OH..C16.1","Nus1",-0.451559369573164,0.222415789429563,0.638228037982538,0.0470575887484932,2.52010856627294e-10,2.32574182135181e-10,0.815239290297113,0.00741256762224531,0.815984891153037,0.00731406994026676,0.00360580535808897,0.00332138445269869
"103","C16.2.OH","PC.aa.C36.3","Kif13a",-0.425866725131582,0.253085922270234,0.667061013374507,0.0351174995452372,9.81839054503553e-10,3.02646796512818e-13,0.773806031326745,0.0144093664347735,0.84358024963757,0.00426182966811255,0.0140477368920777,4.32264033611851e-06
"104","PC.ae.C36.5","SM.C20.2","Gm12184",0.260525333705504,0.498371903378501,0.883080695358098,0.000708353892010072,1.60563851103746e-09,1.10661324548289e-09,0.569359060302454,0.10956179655593,0.580583690656985,0.101178063115976,0.0229724112775912,0.0158028266733581
