"from","to","weightreal","Genes","PcorValues","CorValues","PcorAverage","CorAverage","PcorLink1edge","PcorLink1edge_pvalue","PcorLink2edge","PcorLink2edge_pvalue","type","weight","Vertex1_Class","Vertex2_Class"
"Gly","t4.OH.Pro",1,"Gm4553","-0.215559661976525","0.809577495371716",-0.215559661976525,0.809577495371716,"0.758998258747886","0.0478630299056253","0.746276872578628","0.0540279620334041","hyperlink",0.2,"AA","BA"
"Gly","Trp",1,"Dynlrb1","0.58828172290556","0.859264815694127",0.58828172290556,0.859264815694127,"-0.403371081431978","0.36953863273174","-0.360065808280562","0.427574912211067","hyperlink",0.2,"AA","AA"
"Ile","Met",1,"Rps29","-0.193253657666197","0.833420672154846",-0.193253657666197,0.833420672154846,"0.547674413137751","0.203158533996932","0.90215349629005","0.00545335854867263","hyperlink",0.2,"AA","AA"
"Ile","Orn",1,"Agpat2","0.532295465496625","0.899376340664955",0.532295465496625,0.899376340664955,"-0.382737750849307","0.396770198138098","-0.495243284253225","0.258439920939326","hyperlink",0.2,"AA","AA"
"Ile","Pro",1,"Pex14","0.492770451821092","0.928715802426559",0.492770451821092,0.928715802426559,"-0.358010200683476","0.430412077690006","-0.586105127838769","0.166689818672605","hyperlink",0.2,"AA","AA"
"Ile","Spermine",1,"Rps29","-0.849984056086581","0.715905795111307",-0.849984056086581,0.715905795111307,"0.93464286744603","0.00202445652909788","0.972666732160005","0.000233772595871616","hyperlink",0.2,"AA","BA"
"Ile","Tyr",1,"Alpl","0.456663033242173","0.957875081368222",0.456663033242173,0.957875081368222,"-0.774808221368764","0.0407686031389915","-0.179486911270488","0.70017788918156","hyperlink",0.2,"AA","AA"
"Kynurenine","lysoPC.a.C16.0",1,"D230025D16Rik","-0.299754836815882","0.805059630118749",-0.299754836815882,0.805059630118749,"0.788466678373344","0.035141801796835","0.776162576922236","0.0401899421331938","hyperlink",0.2,"BA","LPC"
"Kynurenine","lysoPC.a.C18.1",1,"Ubl3","-0.190469131353338","0.849981949308971",-0.190469131353338,0.849981949308971,"0.768172803536646","0.0436698488321736","0.731207913839998","0.0618603437899106","hyperlink",0.2,"BA","LPC"
"Kynurenine","lysoPC.a.C20.3",3,"Katna1;Ubl3;X2610044O15Rik8","-0.153877096925323;-0.536533695180435;0.627235006053098","0.834166895628482;0.834166895628482;0.834166895628482",-0.0210585953508867,0.834166895628482,"0.604013235639072;0.850661521198312;-0.338245496884385","0.150908658960877;0.0152483681344716;0.458053387843161","0.844397327271589;0.877734894949666;-0.33352977252766","0.0168383489232397;0.00938976243060189;0.464743190768483","hyperlink",0.6,"BA","LPC"
"Kynurenine","PC.aa.C36.0",2,"D230025D16Rik;Nr1h2","-0.152603224186764;-0.114449160901669","0.824655314865492;0.824655314865492",-0.133526192544216,0.824655314865492,"0.74396671818694;0.623766688315329","0.0551913583521167;0.134413520791133","0.71951379616066;0.801461865852142","0.0683359676314513;0.0302159958223895","hyperlink",0.4,"BA","PC"
"Kynurenine","PC.aa.C40.3",2,"Bcl2l2;Rer1","-0.296053049235431;-0.20252385266458","0.808276621708279;0.808276621708279",-0.249288450950006,0.808276621708279,"0.65333508847172;0.667042341268623","0.111535820220042;0.101675567432604","0.886513619426236;0.82014130575452","0.00783223156522715;0.0238561577389929","hyperlink",0.4,"BA","PC"
"Kynurenine","PC.ae.C38.1",2,"Bcl2l2;Rer1","-0.552540578349438;-0.350205804802474","0.761069886017781;0.761069886017781",-0.451373191575956,0.761069886017781,"0.800261625778602;0.762626520848432","0.0306535882039889;0.0461794807918475","0.917401617711395;0.824492075906594","0.00360072332389574;0.0224952641125928","hyperlink",0.4,"BA","PC"
"Leu","alpha.AAA",1,"Fbl","-0.155934622840593","0.801379454575404",-0.155934622840593,0.801379454575404,"0.730348701712267","0.0623242994806629","0.727639272006347","0.0637996169077724","hyperlink",0.2,"AA","BA"
"Leu","Met",1,"Rps29","-0.174452067621228","0.857036098786691",-0.174452067621228,0.857036098786691,"0.56710509343539","0.184280850725795","0.885639370200562","0.00798005510116422","hyperlink",0.2,"AA","AA"
"Leu","PC.aa.C38.1",1,"Smim13","-0.507526187068295","0.754089929887782",-0.507526187068295,0.754089929887782,"0.680167887376986","0.0926793934186359","0.96356404131556","0.000477253487156877","hyperlink",0.2,"AA","PC"
"Leu","Spermine",1,"Rps29","-0.856418923537885","0.744964501448561",-0.856418923537885,0.744964501448561,"0.942730533260261","0.00146152301918097","0.971222974755691","0.00026566864714547","hyperlink",0.2,"AA","BA"
"Lys","Met",1,"Rps29","0.0159744340721914","0.898914535780245",0.0159744340721914,0.898914535780245,"0.499705978557914","0.253494295444886","0.832142774643323","0.0202110927332732","hyperlink",0.2,"AA","AA"
"Lys","Spermine",1,"Rps29","-0.417445758570869","0.831510174224164",-0.417445758570869,0.831510174224164,"0.78391645721925","0.0369649101307713","0.864043678731033","0.0121496830890629","hyperlink",0.2,"AA","BA"
"Lys","Thr",1,"Rps29","-0.225663447247763","0.803441978380547",-0.225663447247763,0.803441978380547,"0.783775865185396","0.0370220566913308","0.725834417716651","0.0647927372956758","hyperlink",0.2,"AA","AA"
"lysoPC.a.C14.0","H1",1,"Fign","0.50589161299969","0.92097697902557",0.50589161299969,0.92097697902557,"-0.522158182198694","0.229283723120104","-0.405905184700582","0.366248669589361","hyperlink",0.2,"LPC","H"
"lysoPC.a.C14.0","lysoPC.a.C16.1",1,"Cox5a","0.497365302644604","0.957609945108908",0.497365302644604,0.957609945108908,"0.699097420353123","0.0804757985853479","0.239487959711758","0.604990840415878","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C14.0","lysoPC.a.C18.1",2,"Tmx1;Stard4","0.674770826384237;-0.306978887825753","0.807654714146799;0.807654714146799",0.183895969279242,0.807654714146799,"-0.270230154036225;0.701429092628767","0.557808147407182;0.0790356723124325","-0.272031013120524;0.858501025754468","0.555081755684692;0.0133843166080539","hyperlink",0.4,"LPC","LPC"
"lysoPC.a.C14.0","lysoPC.a.C18.2",1,"Cox5a","0.337953544616932","0.95438154137128",0.337953544616932,0.95438154137128,"0.663280617857448","0.104334290390361","0.451366467415638","0.30934557983356","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C14.0","lysoPC.a.C20.3",1,"Stard4","-0.516570143778463","0.70771023711255",-0.516570143778463,0.70771023711255,"0.844733454835476","0.0167507465874565","0.848672507557818","0.0157434871443897","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C16.0","H1",1,"Adck3","0.333127746362344","0.921624497304748",0.333127746362344,0.921624497304748,"0.488759238664612","0.265703331641604","0.615263955031659","0.141395657698989","hyperlink",0.2,"LPC","H"
"lysoPC.a.C16.0","lysoPC.a.C18.1",1,"Katna1","0.193238670639794","0.891492018650634",0.193238670639794,0.891492018650634,"0.539210347693147","0.211658235738887","0.672335439260547","0.0979951559067655","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C16.0","lysoPC.a.C20.3",2,"Katna1;Esam","0.0262016736691256;0.0353935397547265","0.882190999971014;0.882190999971014",0.0307976067119261,0.882190999971014,"0.564374423480069;0.704126813741887","0.186879946157809;0.0773867338589488","0.772691886634427;0.636150854951154","0.0416819902353886;0.12456545318795","hyperlink",0.4,"LPC","LPC"
"lysoPC.a.C16.0","PC.aa.C36.0",1,"D230025D16Rik","-0.185828374340704","0.81519091348836",-0.185828374340704,0.81519091348836,"0.746743754385384","0.053794480258362","0.73845055453655","0.0580239742505596","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C16.0","PC.aa.C38.1",3,"Rapgef4;Tmem205;Gm19426","-0.228678002419912;-0.264674500356775;-0.092119670890386","0.817872347637443;0.817872347637443;0.817872347637443",-0.195157391222358,0.817872347637443,"0.769933560159415;0.622803662471539;0.745944599561499","0.0428892503931094;0.135195325114107;0.0541944635188359","0.747377369722188;0.89114185280767;0.667336079790912","0.053478499008173;0.00707616052416653;0.101469464964827","hyperlink",0.6,"LPC","PC"
"lysoPC.a.C16.0","PC.aa.C40.3",2,"Bcl2l2;Katna1","-0.442102350182182;-0.527625983740542","0.76380233360076;0.76380233360076",-0.484864166961362,0.76380233360076,"0.712821782995094;0.859114646390723","0.0721981968512019;0.013244255813309","0.918089977446578;0.852209562860968","0.00352751023595224;0.0148692561158156","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C16.0","PC.aa.C42.6",1,"Setd5","-0.614421563296095","0.717765863691689",-0.614421563296095,0.717765863691689,"0.848218060297729","0.0158578793646974","0.910096086822827","0.00443257637217952","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C16.0","PC.ae.C40.3",1,"Rpl32l","-0.435476512973348","0.754734236026993",-0.435476512973348,0.754734236026993,"0.90786182257545","0.00470730485441802","0.721144247961661","0.067412237268424","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C16.1","lysoPC.a.C18.1",2,"Bmp10;Map7d1","-0.0407630978744104;0.615970658075222","0.840480101044579;0.840480101044579",0.287603780100406,0.840480101044579,"0.708150638887705;-0.343992708085261","0.0749616710452088;0.449949085254176","0.675483444852844;-0.354528749743756","0.0958399465725467;0.435233593850194","hyperlink",0.4,"LPC","LPC"
"lysoPC.a.C16.1","lysoPC.a.C18.2",1,"Cox5a","0.486300466811661","0.95226591864871",0.486300466811661,0.95226591864871,"0.385301236504116","0.393344546756474","0.585968247638143","0.166813442478879","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C16.1","SM..OH..C24.1",1,"Aurkaip1","-0.415211736998338","0.741831151501051",-0.415211736998338,0.741831151501051,"0.887528111259461","0.00766269611064078","0.730733735026771","0.0621161580189832","hyperlink",0.2,"LPC","SM"
"lysoPC.a.C18.0","PC.aa.C34.1",1,"Colec11","-0.340449326223611","0.753642242758282",-0.340449326223611,0.753642242758282,"0.848539164181269","0.0157770030138513","0.724933300342211","0.0652916768275064","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.0","PC.aa.C36.0",1,"Colec11","-0.268073705181466","0.789003800975295",-0.268073705181466,0.789003800975295,"0.814612841345307","0.0256507217422326","0.719327505301591","0.0684419411036385","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.0","PC.aa.C36.1",1,"Atp9b","-0.510686324001909","0.791474146978109",-0.510686324001909,0.791474146978109,"0.823703497572667","0.0227385813875592","0.879387517964361","0.00908406035232027","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.0","PC.aa.C40.2",1,"Colec11","-0.20055333176567","0.82833219870133",-0.20055333176567,0.82833219870133,"0.76264409048311","0.0461714088231801","0.737456312392141","0.0585427336286437","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.0","PC.aa.C40.5",2,"Atp9b;Mrps11","-0.590384551735453;-0.848733678711717","0.725061477152597;0.725061477152597",-0.719559115223585,0.725061477152597,"0.881376913300842;0.934720489671282","0.00872378452802802;0.00201853680097509","0.864908227704108;0.972366254735704","0.0119632605191628;0.000240211342992074","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C18.0","PC.aa.C42.5",1,"Atp9b","0.0451199441858622","0.883682076438861",0.0451199441858622,0.883682076438861,"0.509842264803929","0.242424623176566","0.802048526945228","0.0300033863656999","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.0","PC.ae.C40.3",2,"Colec11;Atp9b","-0.479181971832668;-0.347251401621808","0.79815918939777;0.79815918939777",-0.413216686727238,0.79815918939777,"0.842372999376631;0.778653389215856","0.0173714435771736;0.0391376523069029","0.843284161483376;0.816917062246743","0.0171303239832291;0.0248938511324128","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C18.0","PC.ae.C42.1",3,"Atp9b;Xpo7;Mrps11","-0.803625271682911;-0.44276917562453;-0.619206113525109","0.719933012569044;0.719933012569044;0.719933012569044",-0.62186685361085,0.719933012569044,"0.938364673977031;0.777412608276504;0.851950120830826","0.0017520047943354;0.0396599119036417;0.0149324128714747","0.943947576419323;0.863408768876247;0.91013562132073","0.00138602968677406;0.0122876429348129;0.00442780174690348","hyperlink",0.6,"LPC","PC"
"lysoPC.a.C18.1","lysoPC.a.C18.2",1,"Stard4","0.0366969242387942","0.890077228945834",0.0366969242387942,0.890077228945834,"0.717476311573069","0.0694998114208652","0.624074861700025","0.134163825557662","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C18.1","lysoPC.a.C20.4",1,"Esam","-0.328368256370148","0.75491227981236",-0.328368256370148,0.75491227981236,"0.736260171085571","0.0591701597484577","0.83147112817878","0.0204060867588074","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C18.1","PC.aa.C38.1",2,"Larp1;Gckr","-0.327576009336784;-0.218073404029948","0.802793489795716;0.802793489795716",-0.272824706683366,0.802793489795716,"0.807348775937073;0.788600079757523","0.0281205453352303;0.0350891252247223","0.775896823882591;0.714491257684467","0.0403031269268647;0.0712240031436424","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C18.1","PC.aa.C40.2",1,"Katna1","-0.468031002440667","0.72138403554982",-0.468031002440667,0.72138403554982,"0.899870888279768","0.00576968469183073","0.750986461486608","0.0516980154486996","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.1","PC.aa.C40.3",3,"Bcl2l2;Katna1;Igfbp3","-0.672648031399967;-0.468403992417175;-0.15234379231425","0.798675043883337;0.798675043883337;0.798675043883337",-0.431131938710464,0.798675043883337,"0.86721752374574;0.864962794247296;0.740051253113684","0.0114734008907475;0.0119515498207628;0.0571940545935168","0.936475975334665;0.811990418724176;0.714023260841954","0.001887370059505;0.0265276588684645;0.0714963789845576","hyperlink",0.6,"LPC","PC"
"lysoPC.a.C18.1","PC.aa.C42.5",1,"Katna1","-0.60234941706723","0.713608931069124",-0.60234941706723,0.713608931069124,"0.921041747205533","0.00322348461040167","0.824664100688269","0.0224423819364915","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.1","PC.ae.C38.1",1,"Bcl2l2","-0.673566544193072","0.784910596933167",-0.673566544193072,0.784910596933167,"0.875597533096637","0.00979381050697025","0.929246159762366","0.00246130603445131","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C18.1","SM.C24.0",2,"Katna1;Igfbp3","-0.455296968056043;-0.401114891994888","0.742532140541529;0.742532140541529",-0.428205930025465,0.742532140541529,"0.890830407440253;0.828477063233756","0.00712564693472907;0.0212882562286813","0.758071327524379;0.7911494241133","0.0482984462185321;0.0340908982597659","hyperlink",0.4,"LPC","SM"
"lysoPC.a.C18.2","H1",1,"Cox5a","0.0602301167006289","0.881187322913334",0.0602301167006289,0.881187322913334,"0.801699212309575","0.0301298788928397","0.495529445029109","0.258121480985139","hyperlink",0.2,"LPC","H"
"lysoPC.a.C18.2","lysoPC.a.C20.3",1,"Stard4","-0.232023845819329","0.804573791315384",-0.232023845819329,0.804573791315384,"0.81192597500516","0.0265494175874213","0.699286921641349","0.0803582388845097","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C20.3","lysoPC.a.C20.4",1,"Esam","-0.405854732148334","0.802558895000547",-0.405854732148334,0.802558895000547,"0.830543923579227","0.0206770191055824","0.806705080363163","0.0283455654988357","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C20.3","PC.aa.C40.3",2,"Katna1;Igfbp3","-0.759167818330334;-0.394743620143298","0.785361541391953;0.785361541391953",-0.576955719236816,0.785361541391953,"0.949289205894675;0.848897174064759","0.00108218966975682;0.0156871091324255","0.908448256420793;0.77439681666244","0.00463426300470216;0.0409452855633989","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C20.3","PC.aa.C42.5",1,"Katna1","-0.430184476475946","0.764523070704413",-0.430184476475946,0.764523070704413,"0.908094974937598","0.00467818537568019","0.718818516411656","0.0687319349885652","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C20.3","PC.ae.C38.1",2,"Bcl2l2;Katna1","-0.596785545091676;-0.753175341762442","0.730795981228832;0.730795981228832",-0.674980443427059,0.730795981228832,"0.808772916224545;0.957581506383208","0.0276262723964072;0.000695666126846702","0.93136815121659;0.887765757054788","0.00228355003184185;0.00762329235915206","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C20.3","PC.ae.C42.2",2,"Zfand4;Atp5b","-0.539502499763731;-0.464507149420571","0.738615410607366;0.738615410607366",-0.502004824592151,0.738615410607366,"0.935215270777068;0.792460769953099","0.00198104251424525;0.0335836651911829","0.758962085776778;0.868223114275955","0.0478799812290589;0.01126375905273","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C20.3","SM.C24.0",4,"Katna1;Igfbp3;Zfand4;D130043K22Rik","-0.35029663582901;-0.349583385822267;-0.368936397334784;-0.273643933760924","0.780107689912542;0.780107689912542;0.780107689912542;0.780107689912542",-0.335615088186746,0.780107689912542,"0.894209005403866;0.845935022916348;0.906990048709536;0.820230949294236","0.00659945021414654;0.0164397171566394;0.00481711920030596;0.0238276622348484","0.678589814513256;0.742611939298016;0.674274118822128;0.714342543187824","0.0937378843463304;0.0558799114222269;0.0966649110983382;0.0713104950708289","hyperlink",0.8,"LPC","SM"
"lysoPC.a.C20.4","PC.ae.C40.3",2,"Otud7b;Colec11","-0.39285860736109;-0.44496111082583","0.742319773989685;0.742319773989685",-0.41890985909346,0.742319773989685,"0.872234815676295;0.776530880026872","0.0104494412885558;0.0400333720659009","0.733374902410027;0.869993455925122","0.0606985462476722;0.0109000724323801","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C24.0","lysoPC.a.C26.0",1,"Hddc3","0.0734590325586392","0.873493456575401",0.0734590325586392,0.873493456575401,"0.76228571841139","0.0463362081424775","0.531750100066088","0.21928731660811","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C24.0","lysoPC.a.C28.0",2,"Bbox1;Ctnna1","0.621526195986918;-0.320092772895665","0.837138018852003;0.837138018852003",0.150716711545627,0.837138018852003,"-0.334824106594687;0.769751342786093","0.462903463093409;0.0429696730442781","-0.350335525699813;0.816574564131824","0.441068006493871;0.0250055449591663","hyperlink",0.4,"LPC","LPC"
"lysoPC.a.C24.0","lysoPC.a.C28.1",1,"Ctnna1","0.133812532354292","0.884788463814048",0.133812532354292,0.884788463814048,"0.621012430796797","0.136655604671234","0.641338571515988","0.12055389957441","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C24.0","PC.aa.C24.0",3,"Hddc3;Ctnna1;Fam3a","0.0101826061756063;0.177515841956901;0.111224435622498","0.890695060002728;0.890695060002728;0.890695060002728",0.0996409612516684,0.890695060002728,"0.719032362196269;0.602847184072448;0.714052436310482","0.0686100171039481;0.151912398648312;0.0714793824594791","0.644258548302082;0.625386741529843;0.5648569525276","0.118325596330235;0.133103524108254;0.186419378971537","hyperlink",0.6,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C26.0",2,"Hddc3;Fam3a","-0.611044595245718;-0.371313431482956","0.786712399492262;0.786712399492262",-0.491179013364337,0.786712399492262,"0.91424979461999;0.876343728520372","0.00394724304319671;0.00965163408192806","0.851285041776066;0.722617183761227","0.015095013747893;0.0665835628306623","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C28.1",1,"Hddc3","-0.214891844905948","0.810653313947063",-0.214891844905948,0.810653313947063,"0.849865461212834","0.015445445511442","0.639368276946823","0.122069553139718","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C30.1",2,"Hddc3;Fam3a","-0.556079849915225;-0.240376067372427","0.806783147866427;0.806783147866427",-0.398227958643826,0.806783147866427,"0.895807075202505;0.85040687087772","0.00635868299519721;0.0153112537822753","0.838728311368748;0.658361294045396","0.0183551566460249;0.107865158403178","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C30.2",4,"Hdlbp;Hddc3;Fam3a;N6amt1","0.061345651775022;-0.418486340770007;-0.580779104294837;0.0960801286678286","0.878042048598431;0.878042048598431;0.878042048598431;0.878042048598431",-0.210459916155498,0.878042048598431,"0.598280561909129;0.800303431709104;0.838605791131333;0.555806387291139","0.155875395175216;0.0306382871327298;0.0183887610298582;0.195149780215023","0.717092553904003;0.859335680758833;0.918320897654243;0.727784967857968","0.0697202024219626;0.013194010656014;0.00350314670654783;0.0637198090639317","hyperlink",0.8,"LPC","PC"
"lysoPC.a.C24.0","SM.C16.1",2,"C4b;Ugt3a2","0.0759284912678446;0.552285922671757","0.884679331867343;0.884679331867343",0.314107206969801,0.884679331867343,"0.715923044985022;-0.439636797637141","0.07039416028738;0.323634714112756","0.590326691433777;-0.400152485029196","0.16289937407956;0.37373465117442","hyperlink",0.4,"LPC","SM"
"lysoPC.a.C26.0","lysoPC.a.C26.1",1,"X4930430F08Rik","0.579790332411677","0.978371331923598",0.579790332411677,0.978371331923598,"0.796734375631723","0.0319599711704164","0.0143182830070872","0.975695019416935","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C26.0","lysoPC.a.C28.0",1,"X4930430F08Rik","-0.408591854882891","0.874801380088249",-0.408591854882891,0.874801380088249,"0.957314842487545","0.000706548565873509","0.631593034339416","0.128145444733321","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C26.0","lysoPC.a.C28.1",2,"X4930430F08Rik;Impad1","-0.0113990526370211;0.493554078659825","0.927807386551055;0.927807386551055",0.241077513011402,0.927807386551055,"0.91152360795516;-0.541061033582051","0.00426207201623381;0.209785551957107","0.396745338537038;-0.405823554331279","0.378197557151228;0.366354459475432","hyperlink",0.4,"LPC","LPC"
"lysoPC.a.C26.0","PC.aa.C24.0",1,"X4930430F08Rik","0.625098241263377","0.970137213526271",0.625098241263377,0.970137213526271,"0.869611647041225","0.0109779284678882","-0.176678194302107","0.704721093735507","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.0","PC.aa.C26.0",1,"Prkcsh","0.408255693226301","0.947674491906487",0.408255693226301,0.947674491906487,"0.405434799487607","0.366858443800165","0.638136397890681","0.123022117740877","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.0","PC.ae.C30.1",2,"Prkcsh;X4930430F08Rik","0.562252682738121;0.405990843860427","0.962749919909589;0.962749919909589",0.484121763299274,0.962749919909589,"0.210028571208516;0.855039310896749","0.651256300793263;0.0141903107777061","0.666014067080794;0.10578965459608","0.102398779115369;0.821409174423122","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C26.0","PC.ae.C32.2",1,"X4930430F08Rik","-0.466805244434718","0.907101358875305",-0.466805244434718,0.907101358875305,"0.946615532966203","0.00122872966630115","0.710506673075816","0.0735608839269404","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.0","PC.ae.C34.3",1,"X4930430F08Rik","-0.562281251696989","0.796699627472011",-0.562281251696989,0.796699627472011,"0.97771581575909","0.000140682893806415","0.697654051879297","0.0813742118125024","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.1","lysoPC.a.C28.0",1,"X4930430F08Rik","0.113216605834417","0.893364249292478",0.113216605834417,0.893364249292478,"0.827589101826123","0.0215539531629938","0.414609518958199","0.355040831902448","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C26.1","PC.aa.C26.0",2,"Prkcsh;X4930430F08Rik","0.19384336469723;0.236917324117218","0.922039560974399;0.922039560974399",0.215380344407224,0.922039560974399,"0.486700424089808;0.770754776992301","0.268028747274733;0.0425278326140665","0.731007314985503;0.393360952537617","0.0619684949446697;0.382651966322947","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C28.1",1,"Fgfr4","0.224445656915549","0.895988834845593",0.224445656915549,0.895988834845593,"0.611973395395639","0.144145728063669","0.578082768494994","0.174011566800529","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.1","PC.ae.C30.1",2,"Prkcsh;X4930430F08Rik","0.451363923660549;0.319759387030683","0.948313130800473;0.948313130800473",0.385561655345616,0.948313130800473,"0.24601539021356;0.652292102503147","0.594874514193645;0.112305494855823","0.727752115223914;0.477810109551463","0.0637378000455406;0.278175337532188","hyperlink",0.4,"LPC","PC"
"lysoPC.a.C26.1","PC.ae.C30.2",1,"Hgsnat","0.254147010296304","0.908881731083273",0.254147010296304,0.908881731083273,"0.61510972272466","0.141523959642639","0.555522275096972","0.195426971347779","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.1","PC.ae.C32.2",1,"X4930430F08Rik","0.366450137426672","0.942535722530794",0.366450137426672,0.942535722530794,"0.707252726221849","0.0754992477438591","0.360620357158944","0.426810756259133","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C26.1","SM.C16.1",2,"Tcf25;Cops7b","-0.22097598324543;0.6043292536688","0.848343153096495;0.848343153096495",0.191676635211685,0.848343153096495,"0.654909296582604;-0.345010766418723","0.110379318267795;0.448519135319111","0.851195675445226;-0.381620741218791","0.0151169390044394;0.39826659227545","hyperlink",0.4,"LPC","SM"
"lysoPC.a.C28.0","lysoPC.a.C28.1",1,"Ctnna1","0.25705330827277","0.910237073203898",0.25705330827277,0.910237073203898,"0.628499258233074","0.130605011545284","0.539490878117694","0.211373861081633","hyperlink",0.2,"LPC","LPC"
"lysoPC.a.C28.0","PC.aa.C24.0",1,"Ctnna1","0.138126782017821","0.896040506764018",0.138126782017821,0.896040506764018,"0.668754497500673","0.100477302086036","0.594482823301049","0.159209926286081","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.aa.C26.0",3,"X4930430F08Rik;Fank1;Clta","-0.211580804960525;0.657689501542511;-0.155943681716325","0.816144002400754;0.816144002400754;0.816144002400754",0.096721671621887,0.816144002400754,"0.717975737507879;-0.297428775801077;0.65366590862379","0.0692135538042027;0.517103726226428;0.11129226287798","0.78493067794159;-0.293326087499423;0.802429565629053","0.0365541102881995;0.523177320628469;0.0298657455127904","hyperlink",0.6,"LPC","PC"
"lysoPC.a.C28.0","PC.aa.C28.1",1,"Ppp2r3a","-0.528666128033405","0.858414600696857",-0.528666128033405,0.858414600696857,"0.851115999431004","0.0151365021478899","0.876264221433621","0.0096667259539193","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.aa.C42.1",1,"Gata6","-0.26250485474626","0.800013310762251",-0.26250485474626,0.800013310762251,"0.865031547977815","0.0119368037370748","0.654343592545701","0.110794197493837","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.ae.C30.0",1,"Pter","-0.392641536182577","0.775775169182824",-0.392641536182577,0.775775169182824,"0.857364827135214","0.0136458871222728","0.760420993701959","0.0471989214257487","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.ae.C30.1",1,"X4930430F08Rik","0.0437449609995816","0.876350015157922",0.0437449609995816,0.876350015157922,"0.520971847222926","0.230534633768761","0.792223298677282","0.0336752058796117","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.ae.C30.2",1,"Hddc3","-0.476169279904717","0.788639479022658",-0.476169279904717,0.788639479022658,"0.738231802545784","0.058137895953649","0.922744209976078","0.00305538748768244","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.ae.C32.2",1,"Naa40","0.123273404414804","0.901667974297115",0.123273404414804,0.901667974297115,"0.365503133271116","0.420105217202519","0.854711934520381","0.0142679317313177","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.0","PC.ae.C34.3",1,"Naa40","-0.309996984931136","0.807678306291709",-0.309996984931136,0.807678306291709,"0.756482458549746","0.0490498338333487","0.81470255798567","0.0256210135821406","hyperlink",0.2,"LPC","PC"
"lysoPC.a.C28.1","PC.aa.C24.0",2,"Fgfr4;Cat","0.519910212857342;0.45910170126712","0.953477318901871;0.953477318901871",0.489505957062231,0.953477318901871,"0.523064427290801;-0.64668353054472","0.228330298735335;0.116491297022193","0.417655697544673;-0.34545147004301","0.351152789874619;0.447900659291023","hyperlink",0.4,"LPC","PC"
