"from","to","weightreal","Genes","PcorValues","CorValues","PcorAverage","CorAverage","PcorLink1edge","PcorLink1edge_pvalue","PcorLink2edge","PcorLink2edge_pvalue","type","weight","Vertex1_Class","Vertex2_Class"
"C12.DC","PC.ae.C34.3",2,"Trmt12;Homer1","-0.336318287418462;-0.576283482778644","0.715385283144627;0.715385283144627",-0.456300885098553,0.715385283144627,"0.747375364949689;0.786897499893088","0.0206266965043169;0.0118581466536869","0.816852515085304;0.933504956560951","0.00720057574723964;0.000233821096807373","hyperlink",0.333333333333333,"ACC","PC"
"C14","C14.2",1,"Ikbkb","0.277718465031086","0.901258101535039",0.277718465031086,0.901258101535039,"0.612528729563119","0.0795037232561138","0.531655821230755","0.14071163974549","hyperlink",0.166666666666667,"ACC","ACC"
"C14","C14.2.OH",1,"S100a16","0.598286456582767","0.958960063688333",0.598286456582767,0.958960063688333,"0.341053001234295","0.36908323320643","0.513636635094561","0.157245293875163","hyperlink",0.166666666666667,"ACC","ACC"
"C14","C16.1.OH",1,"Afm","0.905148093150999","0.947891366598921",0.905148093150999,0.947891366598921,"0.149433895328124","0.701183946029183","0.146831959520013","0.706198543820632","hyperlink",0.166666666666667,"ACC","ACC"
"C14","C16.2",2,"Ikbkb;S100a16","0.389431562683181;0.509385691616384","0.941699455205939;0.941699455205939",0.449408627149783,0.941699455205939,"0.217946260205872;0.525507957599265","0.573205059444286;0.146232319219416","0.791333904223478;0.416643598214753","0.0110678565395272;0.264615222519287","hyperlink",0.333333333333333,"ACC","ACC"
"C14","H1",1,"Ikbkb","0.387880919536828","0.918361412552643",0.387880919536828,0.918361412552643,"0.557259777401656","0.119053503230534","0.493839886512189","0.176646669918364","hyperlink",0.166666666666667,"ACC","H"
"C14.1","C3",1,"Ikbkb","-0.494448387644248","-0.934186123041828",-0.494448387644248,-0.934186123041828,"0.697763257567369","0.0366224760403542","-0.225680628338851","0.559316036685308","hyperlink",0.166666666666667,"ACC","ACC"
"C14.1","H1",1,"Ikbkb","-0.174202242908439","0.867559104223112",-0.174202242908439,0.867559104223112,"0.81306027231712","0.0077055811686852","0.673461704895504","0.0467473388951815","hyperlink",0.166666666666667,"ACC","H"
"C14.1.OH","H1",1,"Ikbkb","0.0669078434770672","0.865442346037801",0.0669078434770672,0.865442346037801,"0.639627285636887","0.0635858787795867","0.668708312337824","0.0489162648952836","hyperlink",0.166666666666667,"ACC","H"
"C14.2","C16.1",1,"Fbxo42","0.893800015934494","0.932213165012323",0.893800015934494,0.932213165012323,"0.140662530550732","0.718127484609463","0.141333147446641","0.716828206118052","hyperlink",0.166666666666667,"ACC","ACC"
"C14.2","C16.2",1,"Ikbkb","0.45692467742617","0.939801617324286",0.45692467742617,0.939801617324286,"0.106112039132536","0.785848415043862","0.813657795791691","0.00762446405826434","hyperlink",0.166666666666667,"ACC","ACC"
"C14.2","C18.1.OH",1,"Lrrc8a","0.598562751831115","0.85201708878899",0.598562751831115,0.85201708878899,"-0.370419611376446","0.326432094520969","-0.369453662753535","0.327794153288235","hyperlink",0.166666666666667,"ACC","ACC"
"C14.2","H1",1,"Ikbkb","-0.610275469387954","0.770299901811225",-0.610275469387954,0.770299901811225,"0.880224684595694","0.00173834216482115","0.885934852436228","0.00147367266728157","hyperlink",0.166666666666667,"ACC","H"
"C14.2.OH","C16.2",1,"Ikbkb","0.805174670175389","0.988081446649932",0.805174670175389,0.988081446649932,"0.0825838033675131","0.832714891588476","0.509589742604383","0.161105970229788","hyperlink",0.166666666666667,"ACC","ACC"
"C14.2.OH","H1",2,"Ikbkb;S100a16","-0.19963844249761;0.136091845633289","0.876835044032144;0.876835044032144",-0.0317732984321605,0.876835044032144,"0.849743668929212;0.780133631577035","0.00372600200231241;0.0131346577885483","0.64887129255168;0.452578757422747","0.0586576724777823;0.221243183021604","hyperlink",0.333333333333333,"ACC","H"
"C14.2.OH","lysoPC.a.C18.2",1,"Hnrnpm","-0.919058930390534","-0.788823589815555",-0.919058930390534,-0.788823589815555,"0.785278028519043","0.0121558281397993","0.785344154842592","0.012143575962862","hyperlink",0.166666666666667,"ACC","LPC"
"C14.2.OH","Spermidine",1,"Dnase2b","-0.853767781284588","-0.706574117191025",-0.853767781284588,-0.706574117191025,"-0.708602836543171","0.032609576760239","-0.707927468729123","0.0328508058081751","hyperlink",0.166666666666667,"ACC","BA"
"C16","C16.2.OH",1,"Lrrc8a","0.58193866205398","0.863491745650111",0.58193866205398,0.863491745650111,"-0.36670294480609","0.331688290929983","-0.410586757139032","0.272334196112299","hyperlink",0.166666666666667,"ACC","ACC"
"C16.1","H1",2,"Ikbkb;S100a16","-0.0106877531610688;0.0399637696871117","0.820779458346128;0.820779458346128",0.0146380082630214,0.820779458346128,"0.587572587662015;0.656256890870182","0.0961614186464277;0.0548992218562233","0.756898040832801;0.653452714718608","0.018215156012923;0.0563076713424732","hyperlink",0.333333333333333,"ACC","H"
"C16.2","H1",1,"Ikbkb","-0.072012928863907","0.898254702576103",-0.072012928863907,0.898254702576103,"0.862025426895547","0.00279957232308245","0.531070290426824","0.141232074842355","hyperlink",0.166666666666667,"ACC","H"
"C16.2.OH","H1",2,"Ikbkb;S100a16","0.00417347163097877;0.0522936332300553","0.840068425701748;0.840068425701748",0.028233552430517,0.840068425701748,"0.6196901589976;0.702006286796313","0.0750805743752397;0.0350156053925971","0.725502482569543;0.604439655118527","0.0269439697797957;0.0846899483366366","hyperlink",0.333333333333333,"ACC","H"
"C16.2.OH","PC.aa.C36.3",1,"Kif13a","-0.425866725131582","0.667061013374507",-0.425866725131582,0.667061013374507,"0.773806031326745","0.0144093664347735","0.84358024963757","0.00426182966811255","hyperlink",0.166666666666667,"ACC","PC"
"C18.1","SM..OH..C22.1",1,"Tap1","-0.878059509149974","-0.668837925455489",-0.878059509149974,-0.668837925455489,"-0.79501512676785","0.0104396503467225","-0.794677128666918","0.0104963019011432","hyperlink",0.166666666666667,"ACC","SM"
"C18.2","H1",1,"Ikbkb","-0.217217218532701","0.776244061995059",-0.217217218532701,0.776244061995059,"0.672961990994989","0.0469723970102119","0.81598668820344","0.00731383362059242","hyperlink",0.166666666666667,"ACC","H"
"C18.2","lysoPC.a.C20.4",1,"Plek","-0.923626046048397","-0.785817028449354",-0.923626046048397,-0.785817028449354,"0.801941445505267","0.00932368318582988","0.802325416195769","0.00926429134887196","hyperlink",0.166666666666667,"ACC","LPC"
"C3","lysoPC.a.C17.0",1,"Mafk","0.0835368091354999","0.833089973078507",0.0835368091354999,0.833089973078507,"0.644960928641261","0.0607117814742275","0.633921513851822","0.0667537160646436","hyperlink",0.166666666666667,"ACC","LPC"
"C3","lysoPC.a.C18.2",1,"Mafk","-0.136632660155304","0.794318801641763",-0.136632660155304,0.794318801641763,"0.722165701366965","0.0280069532917511","0.718431228823695","0.0292287863217208","hyperlink",0.166666666666667,"ACC","LPC"
"C3.DC..C4.OH.","PC.aa.C34.4",1,"Trabd","-0.172642188348286","0.761384556059196",-0.172642188348286,0.761384556059196,"0.673298309100538","0.0468208519273153","0.779817671682586","0.0131964415234566","hyperlink",0.166666666666667,"ACC","PC"
"C3.OH","PC.aa.C38.4",1,"Vamp3","-0.896561524352585","-0.641030625301096",-0.896561524352585,-0.641030625301096,"-0.843651268515625","0.0042553721978625","-0.843768069322882","0.00424476654069674","hyperlink",0.166666666666667,"ACC","PC"
"C5.DC..C6.OH.","PC.aa.C32.2",1,"Ninj1","0.595934560793098","0.853635734008522",0.595934560793098,0.853635734008522,"-0.356639798754823","0.346127708242872","-0.389031454731256","0.300743349192536","hyperlink",0.166666666666667,"ACC","PC"
"C5.M.DC","Creatinine",1,"Slc35c1","-0.527309359196693","0.665686728445934",-0.527309359196693,0.665686728445934,"0.759706543703188","0.0175415200022892","0.918888414611634","0.000461926100972959","hyperlink",0.166666666666667,"ACC","BA"
"C5.M.DC","PC.aa.C34.4",3,"Sec24d;Hsdl2;Slc26a1","-0.0320886882465562;-0.0405960287054039;0.600376400194479","0.850643498479557;0.850643498479557;0.850643498479557",0.175897227747506,0.850643498479557,"0.613333587331741;0.671101881814789;-0.38393865443948","0.0789987604064876;0.0478162361921668;0.307667018077619","0.761863724523228;0.716254334037742;-0.351495567698631","0.017035513505613;0.0299568378891409;0.353625225501469","hyperlink",0.5,"ACC","PC"
"C5.M.DC","PC.aa.C36.6",2,"Sec24d;Hsdl2","-0.161530531822377;-0.702337076148263","0.787707731066996;0.787707731066996",-0.43193380398532,0.787707731066996,"0.746366419045594;0.892651366407582","0.0208939391763376;0.00119979236513719","0.710616417085108;0.931489682846265","0.0318972183756304;0.000259056918293039","hyperlink",0.333333333333333,"ACC","PC"
"C5.M.DC","PC.ae.C36.0",1,"Hsdl2","-0.590039306571969","0.701711036234638",-0.590039306571969,0.701711036234638,"0.896987444475612","0.00104312442325254","0.843532870074575","0.00426614143939275","hyperlink",0.166666666666667,"ACC","PC"
"C5.M.DC","PC.ae.C36.1",1,"Gfra1","-0.409012150421806","0.664033627636924",-0.409012150421806,0.664033627636924,"0.81796713693011","0.00705653510649768","0.787723780821112","0.0117081702367659","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.aa.C38.0",1,"Harbi1","-0.621547657051123","0.671694344750557",-0.621547657051123,0.671694344750557,"0.890747582272081","0.00127347609638921","0.867980232007866","0.00241364199140602","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.ae.C34.0",1,"Xpo7","-0.292248514191162","0.735014733625456",-0.292248514191162,0.735014733625456,"0.793438777964585","0.0107056307254499","0.744658960078684","0.021351401011398","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.ae.C34.1",1,"Harbi1","-0.49543840399617","0.67794257218276",-0.49543840399617,0.67794257218276,"0.861424720565062","0.00284071956588748","0.809702402159831","0.00817234226406344","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.ae.C34.2",1,"Txnrd1","-0.462338391182514","0.65110697551199",-0.462338391182514,0.65110697551199,"0.84045291399045","0.00455289225451156","0.80127366509555","0.00942758606456268","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.ae.C36.2",1,"Txnrd1","-0.0880145565381241","0.798946745898681",-0.0880145565381241,0.798946745898681,"0.640136943103068","0.0633076181028585","0.76031873860332","0.0173969159574955","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.ae.C36.3",1,"Btg1","-0.171266458217903","0.766696325277059",-0.171266458217903,0.766696325277059,"0.794971344244594","0.0104469770467288","0.656679499023544","0.0546889199828281","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","PC.ae.C38.2",1,"Znrf1","-0.570948796845328","0.648063032007379",-0.570948796845328,0.648063032007379,"0.809264060080201","0.00823465300672067","0.905320756903361","0.000782996167878945","hyperlink",0.166666666666667,"ACC","PC"
"C6.1","SM..OH..C24.1",1,"Hnrnpa2b1","-0.357750421365484","0.749806182152321",-0.357750421365484,0.749806182152321,"0.716009020082878","0.030039617089901","0.865646143475769","0.0025602199362622","hyperlink",0.166666666666667,"ACC","SM"
"Carnosine","PC.ae.C34.2",1,"Rlim","-0.465816639480607","0.677573371290663",-0.465816639480607,0.677573371290663,"0.832487600682032","0.00535512256002821","0.818571888192084","0.00697920964619018","hyperlink",0.166666666666667,"BA","PC"
"Carnosine","SM.C18.1",1,"Kpna2","-0.661754050267854","0.77210227281768",-0.661754050267854,0.77210227281768,"0.928147440113008","0.000305034949967269","0.86718003360937","0.002463222464567","hyperlink",0.166666666666667,"BA","SM"
"Creatinine","SM.C18.1",1,"Ankrd54","-0.181716791484826","0.753867317227036",-0.181716791484826,0.753867317227036,"0.729149501436605","0.0258128221487434","0.731589200492708","0.0250738308201276","hyperlink",0.166666666666667,"BA","SM"
"Gly","Ac.Orn",1,"X2610020H08Rik","0.681786600181807","0.804407719383382",0.681786600181807,0.804407719383382,"-0.264614308109784","0.491404290591959","-0.256757368994734","0.504827876791816","hyperlink",0.166666666666667,"AA","BA"
"Gly","lysoPC.a.C16.0",1,"Eif6","-0.378978978959526","0.719244092497318",-0.378978978959526,0.719244092497318,"0.765113615495139","0.0162916936488235","0.831541456534611","0.00545639482217825","hyperlink",0.166666666666667,"AA","LPC"
"Gly","lysoPC.a.C18.2",1,"Eif6","-0.57182505592092","0.682479554863325",-0.57182505592092,0.682479554863325,"0.840000336365311","0.0045961100756858","0.885540412983416","0.00149098965350548","hyperlink",0.166666666666667,"AA","LPC"
"Ile","Tyr",1,"Zc3h12a","0.503055853387384","0.92204012894918",0.503055853387384,0.92204012894918,"-0.588960974215549","0.0951833055864668","-0.337038996808787","0.375109158914039","hyperlink",0.166666666666667,"AA","AA"
"Lys","Orn",1,"Cdk10","0.582364456355704","0.862883138485702",0.582364456355704,0.862883138485702,"-0.409666054842626","0.273517760236498","-0.366324918052682","0.33222523674273","hyperlink",0.166666666666667,"AA","AA"
"lysoPC.a.C14.0","PC.aa.C36.0",1,"Slc6a13","0.575235317586479","0.868303416801723",0.575235317586479,0.868303416801723,"-0.397108326999095","0.289927786136955","-0.395010634502398","0.292717225616427","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C14.0","PC.ae.C32.2",1,"Arid1a","-0.114024574644678","0.778871621553459",-0.114024574644678,0.778871621553459,"0.707613293769997","0.0329634181463776","0.709347820170388","0.0323448236705447","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C14.0","PC.ae.C44.5",1,"Ddhd2","-0.51900934746369","0.695438955040217",-0.51900934746369,0.695438955040217,"0.769069856977036","0.0154158346519481","0.911969955251778","0.000610911609574543","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C16.0","lysoPC.a.C16.1",1,"Bysl","-0.310260414069023","0.737699012732274",-0.310260414069023,0.737699012732274,"0.82010924862732","0.00678523465303016","0.730059001988059","0.0255356816711342","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C16.0","lysoPC.a.C20.4",1,"Pcsk7","-0.086031434064035","0.84910125556957",-0.086031434064035,0.84910125556957,"0.590371043868526","0.0941961643639308","0.816288057416787","0.00727427560469069","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C16.1","PC.aa.C32.3",1,"Rpl7l1","-0.438835926524599","0.779617202713436",-0.438835926524599,0.779617202713436,"0.876040864841893","0.00195199030454317","0.773125712738943","0.0145511526421031","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C16.1","PC.aa.C34.4",1,"Rpl7l1","-0.0925680625877815","0.870914818898981",-0.0925680625877815,0.870914818898981,"0.732311178094193","0.0248578419702604","0.702648420571799","0.0347764882174037","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C16.1","PC.aa.C36.0",1,"Slc12a2","-0.461020460770057","0.712435500079954",-0.461020460770057,0.712435500079954,"0.742913384668478","0.0218258722339963","0.900157593082278","0.000938019884423331","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C16.1","PC.ae.C36.0",1,"Rpl7l1","-0.449899679150146","0.698873304043221",-0.449899679150146,0.698873304043221,"0.907681727981045","0.000718465761915469","0.719920412843898","0.0287374641416596","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C17.0","lysoPC.a.C18.2",1,"Aimp1","0.386888951859262","0.943352220686568",0.386888951859262,0.943352220686568,"0.467666207510086","0.204286058944815","0.599614207885341","0.0878805952314691","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C17.0","PC.ae.C34.2",2,"Aimp1;Arl8b","-0.809188229136398;-0.284076293000249","0.697606625354705;0.697606625354705",-0.546632261068324,0.697606625354705,"0.965390474407921;0.761906587841002","2.45480639899055e-05;0.0170255588542997","0.914463523964576;0.758978207445318","0.000553842717284945;0.0177145962029616","hyperlink",0.333333333333333,"LPC","PC"
"lysoPC.a.C17.0","PC.ae.C36.2",1,"Aimp1","-0.775581134856969","0.652740737177774",-0.775581134856969,0.652740737177774,"0.964247198186012","2.74744422270795e-05","0.887131390536087","0.00142199575595096","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C17.0","PC.ae.C38.2",1,"Ifitm3","-0.699594677617622","0.641399830613111",-0.699594677617622,0.641399830613111,"0.885005107199691","0.00151471622928339","0.921526031158088","0.000412542249339383","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C18.1","PC.aa.C34.4",2,"Cmtm6;Rpl7l1","-0.479437122740571;-0.506122644820519","0.683197207995783;0.683197207995783",-0.492779883780545,0.683197207995783,"0.849155067220292;0.75899145714222","0.00377505493249975;0.0177114375477808","0.812386330767665;0.909925449176159","0.00779777270952243;0.000660671982200217","hyperlink",0.333333333333333,"LPC","PC"
"lysoPC.a.C18.2","lysoPC.a.C20.4",1,"Pcsk7","-0.325683563539965","0.768717105388879",-0.325683563539965,0.768717105388879,"0.658881374444073","0.0536014846295335","0.891642905047922","0.00123844335833241","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C18.2","PC.ae.C34.2",1,"Aimp1","-0.324126644117223","0.786866820454021",-0.324126644117223,0.786866820454021,"0.897301839429044","0.00103235172243431","0.654041436839076","0.0560100960486482","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C18.2","PC.ae.C36.2",2,"Aimp1;Cd47","-0.714008955991482;-0.428551199848507","0.683450878478721;0.683450878478721",-0.571280077919994,0.683450878478721,"0.961107117320726;0.758694511238708","3.67743722961506e-05;0.0177823177465913","0.847230419078675;0.862163697943076","0.00393854407796635;0.00279015951481575","hyperlink",0.333333333333333,"LPC","PC"
"lysoPC.a.C18.2","PC.ae.C36.3",1,"Cd47","-0.57135759334185","0.642458257764463",-0.57135759334185,0.642458257764463,"0.825988891559655","0.00607719031249295","0.890880576441077","0.00126822921251063","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","lysoPC.a.C26.0",1,"Nop16","0.38817470870735","0.945976621806818",0.38817470870735,0.945976621806818,"0.424694129769434","0.254536593487863","0.638309179704254","0.0643090990390071","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C24.0","lysoPC.a.C26.1",1,"Nop16","0.61329766439109","0.963297696244839",0.61329766439109,0.963297696244839,"0.348747484335666","0.357662349472907","0.493288855988318","0.177205238171507","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C24.0","lysoPC.a.C28.0",1,"Nop16","0.411275688630619","0.935419155241176",0.411275688630619,0.935419155241176,"0.57061947958339","0.108600217100005","0.468549030113237","0.203316983284014","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C24.0","lysoPC.a.C28.1",1,"Nop16","0.6027271261521","0.966198658773167",0.6027271261521,0.966198658773167,"0.16740455446591","0.666830496119542","0.662397724318774","0.0518935693636176","hyperlink",0.166666666666667,"LPC","LPC"
"lysoPC.a.C24.0","PC.aa.C24.0",1,"Nop16","-0.468033744021501","0.771516217971762",-0.468033744021501,0.771516217971762,"0.89680336312527","0.00104946813725757","0.766391534202237","0.0160052453969872","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C26.0",1,"Nop16","0.608776294367322","0.965055337537941",0.608776294367322,0.965055337537941,"0.264775442176787","0.491130542659944","0.575393520547771","0.105004403856658","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C28.1",1,"Nop16","0.382943844617936","0.944660158533679",0.382943844617936,0.944660158533679,"0.442175180405281","0.233369707040688","0.62688410938237","0.0707949019342378","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C30.0",1,"Nop16","-0.134957580094616","0.893838270240309",-0.134957580094616,0.893838270240309,"0.71033725027002","0.0319953694851233","0.762755157536033","0.0168292821925347","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C30.2",1,"Nop16","0.17087575704032","0.932489737017337",0.17087575704032,0.932489737017337,"0.495036689060069","0.175436955085507","0.745561920960613","0.0211086634964823","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C40.1",1,"Nop16","-0.0214051002557368","0.854422806347535",-0.0214051002557368,0.854422806347535,"0.790167123742017","0.0112721569713193","0.571108533310519","0.108228493173173","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C42.0",1,"Nop16","-0.153540180166724","0.877302965923812",-0.153540180166724,0.877302965923812,"0.754937255523344","0.0186955127521254","0.726813598475108","0.0265336491688993","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.aa.C42.2",1,"Nop16","0.276168482564625","0.909228411667898",0.276168482564625,0.909228411667898,"0.677671233372445","0.0448788672275768","0.465627875831881","0.206533331113429","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C30.0",1,"Nop16","0.0383128330110676","0.895272035913614",0.0383128330110676,0.895272035913614,"0.699726484317921","0.0358731715177573","0.644296790220328","0.0610650979919897","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C30.1",1,"Nop16","0.495783543799913","0.952221871024259",0.495783543799913,0.952221871024259,"0.423859153778992","0.25557227104988","0.541257504224069","0.132338148018623","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C30.2",1,"Nop16","0.528575912066787","0.961046384180054",0.528575912066787,0.961046384180054,"0.207261073861704","0.592595317187333","0.69801348035637","0.0365264147470697","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C32.1",1,"Nop16","0.115505960290396","0.892414678800422",0.115505960290396,0.892414678800422,"0.712978993301266","0.0310744212892654","0.5632112829056","0.114325427389064","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C32.2",1,"Nop16","0.431275769507897","0.943818636197016",0.431275769507897,0.943818636197016,"0.493745907835031","0.176741863132493","0.53300713947498","0.139514858053748","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C44.4",1,"Nop16","0.0851320252982408","0.857369249969239",0.0851320252982408,0.857369249969239,"0.787281716519734","0.011788248715761","0.480686499171056","0.190253976465386","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","PC.ae.C44.5",1,"Ddhd2","-0.556465879278507","0.678403059536126",-0.556465879278507,0.678403059536126,"0.783059549548177","0.012571705486289","0.920795709755383","0.000425825765503184","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C24.0","SM.C16.1",1,"Nop16","-0.432559894551214","0.751518758861533",-0.432559894551214,0.751518758861533,"0.900281746771884","0.000934060645752544","0.729150231861946","0.0258125987862974","hyperlink",0.166666666666667,"LPC","SM"
"lysoPC.a.C26.0","PC.aa.C26.0",1,"Nop16","0.665429528167872","0.975521330843636",0.665429528167872,0.975521330843636,"0.393530365010537","0.294693900272875","0.398847982818138","0.287624887182759","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.aa.C30.0",1,"Nop16","0.356203214834491","0.948716713086938",0.356203214834491,0.948716713086938,"0.599323530959522","0.0880751181776703","0.501772874182664","0.168716473213013","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.aa.C30.2",1,"Nop16","0.643730844713667","0.976050887676946",0.643730844713667,0.976050887676946,"0.303946006950013","0.426515783627","0.511296178830113","0.159471453926972","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.aa.C42.0",1,"Nop16","0.263389664025627","0.931282351790495",0.263389664025627,0.931282351790495,"0.696899968780572","0.0369551515631944","0.468657728879294","0.203197841803231","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.aa.C42.2",1,"Nop16","0.0940477401449849","0.898860746489609",0.0940477401449849,0.898860746489609,"0.788328392425246","0.0115992402145886","0.491598864245761","0.178924610345806","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.aa.C42.4",1,"Nop16","-0.202904850528031","0.79002439204106",-0.202904850528031,0.79002439204106,"0.90160465121498","0.000892593684917787","0.543265928372896","0.130624885347114","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.ae.C30.0",1,"Nop16","0.619016687605261","0.962103651706174",0.619016687605261,0.962103651706174,"0.625746023708394","0.0714624475098884","0.188556390731418","0.627075561782747","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.0","PC.ae.C30.1",2,"Nop16;Adss","0.650857192610472;0.927241768180323","0.971702565656868;0.971702565656868",0.789049480395398,0.971702565656868,"0.492225582452168;0.150545911742907","0.178285894841437;0.699043834177209","0.310936616907565;0.149783528915288","0.415405151152814;0.700510868086951","hyperlink",0.333333333333333,"LPC","PC"
"lysoPC.a.C26.0","PC.ae.C30.2",1,"Nop16","0.768158923159357","0.984602976394915",0.768158923159357,0.984602976394915,"0.126604577893579","0.745503532661453","0.520351946422178","0.15095838298409","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C24.0",1,"Nop16","-0.00642669485406926","0.846129333838693",-0.00642669485406926,0.846129333838693,"0.832075867720438","0.00539903398831674","0.497121622094094","0.173340843304711","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C26.0",1,"Nop16","0.744338460007599","0.979229016594297",0.744338460007599,0.979229016594297,"0.227904986038592","0.555345016453136","0.456413146695264","0.216862900007866","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C30.0",1,"Nop16","0.28713978834854","0.938322577391479",0.28713978834854,0.938322577391479,"0.573790182355539","0.106203875306889","0.585409977488631","0.0976971477398646","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C30.2",1,"Nop16","0.622599240192205","0.971321983014016",0.622599240192205,0.971321983014016,"0.230927212215915","0.549966612646748","0.594542682807457","0.0913125214778549","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C42.0",1,"Nop16","0.235202130479262","0.923776094975354",0.235202130479262,0.923776094975354,"0.66103715311986","0.0525502341717679","0.532049244383202","0.140362588564681","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.aa.C42.2",1,"Nop16","0.219632450869951","0.907220561570064",0.219632450869951,0.907220561570064,"0.727958867326568","0.0261786059330532","0.457903576227939","0.215173271378634","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.ae.C30.0",1,"Nop16","0.567078796759254","0.955216919004019",0.567078796759254,0.955216919004019,"0.568201166236843","0.110449670167591","0.314951870084696","0.409083396882905","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.ae.C30.1",1,"Nop16","0.708331918666375","0.97450273771327",0.708331918666375,0.97450273771327,"0.367460800974517","0.330613133633428","0.366852381934264","0.331476150297338","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C26.1","PC.ae.C44.5",1,"Ddhd2","-0.260509430351417","0.760410700145992",-0.260509430351417,0.760410700145992,"0.648937739896034","0.0586231533664127","0.858552984259589","0.00304319791776821","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C28.0","PC.aa.C26.0",1,"Nop16","0.596178134415612","0.959718213933418",0.596178134415612,0.959718213933418,"0.203263691377724","0.599907851657627","0.635682190867459","0.065765858123072","hyperlink",0.166666666666667,"LPC","PC"
"lysoPC.a.C28.0","PC.aa.C30.0",1,"Nop16","0.222418746713394","0.920636922471562",0.222418746713394,0.920636922471562,"0.517528386742475","0.15358366875807","0.682602867934306","0.0427517124874893","hyperlink",0.166666666666667,"LPC","PC"
